CustomerID,PlanType,MonthlyFee,ContractType,StartDate,EndDate
C00824,Standard,41.85,M2M,2025-01-16 00:00:00,
C00825,Standard,35.98,Month-to-Month,2024-12-15 00:00:00,
C00826,Basic,22.1,Quarterly,14.04.2023,
C00827,Std,37.65,Quarterly,20.02.2025,2026-01-04 00:00:00
C00828,Basic,19.04,Annual,2025-10-18 00:00:00,
C00829,Pro,84.67,Annual,2025-09-06 00:00:00,
C00830,Basic,16.01,Month-to-Month,2023-02-15 00:00:00,2023-08-18 00:00:00
C00831,Standard,38.26,Annual,2023-10-13 00:00:00,
C00832,Basic,18.13,Month-to-Month,2023-10-09 00:00:00,
C00833,Pro,80.3,Annual,2024-05-27 00:00:00,
C00834,Basic,19.56,Month-to-Month,12.06.2023,2024-09-27 00:00:00
C00835,Pro,78.51,Month-to-Month,2025-08-27 00:00:00,
C00836,Basic,18.81,Month-to-Month,2025-05-29 00:00:00,
C00837,Pro,85.73,annually,2025-07-14 00:00:00,
C00838,Standard,39.94,Annual,2023-08-13 00:00:00,
C00839,Basic,19.06,Month-to-Month,2023-01-28 00:00:00,
C00840,Basic,19.22,Month-to-Month,2025-11-01 00:00:00,
C00841,Basic,21.79,Month-to-Month,2023-12-05 00:00:00,
C00842,Std,80.09,Annual,2025-01-23 00:00:00,
C00843,Pro,75.75,Month-to-Month,2025-11-03 00:00:00,
C00844,basic,16.1,Month-to-Month,2023-02-15 00:00:00,
C00845,Basic,16.82,Annual,2023-01-17,
C00846,basic,18.29,Annual,2023-01-09 00:00:00,
C00847,Basic,18.84,Annual,2023-07-03 00:00:00,
C00848,Standard,37.27,Annual,04.03.2023,05/14/2023
C00849,Basic,19.53,Quarterly,2025-07-16 00:00:00,
C00850,Basic,18.14,Month-to-Month,2024-11-21 00:00:00,2025-05-04 00:00:00
C00851,Pro,73.22,Month-to-Month,01/10/2026,
C00852,Standard,40.91,Quarterly,2025-06-30 00:00:00,
C00853,Pro,87.65,Month-to-Month,2025-12-27 00:00:00,
C00854,Basic,,Annual,2023-09-29 00:00:00,
C00855,Pro,80.54,Month-to-Month,2023-11-29 00:00:00,
C00856,Standard,33.06,Month-to-Month,2025-08-26 00:00:00,
C00857,Standard,34.4,Month-to-Month,2023-10-12 00:00:00,2025-01-22 00:00:00
C00858,Basic,18.11,Annual,2023-03-07 00:00:00,
C00859,Pro,86.17,month to month,2025-02-01 00:00:00,
C00860,Standard,36.57,Month-to-Month,2025-06-30 00:00:00,01/06/2026
C00861,Pro,73.84,M2M,2026-01-06 00:00:00,2025-12-28 00:00:00
C00862,Standard,39.11,month to month,2025-11-17 00:00:00,2025-12-04 00:00:00
C00863,Pro,79.23,Month-to-Month,2023-05-17 00:00:00,
C00864,Standard,36.55,Month-to-Month,2025-05-21 00:00:00,2026-01-03 00:00:00
C00865,Pro,91.55,,2025-08-15 00:00:00,
C00866,Basic,18.6,Month-to-Month,2025-03-06 00:00:00,2026-01-28 00:00:00
C00867,Basic,19.17,Month-to-Month,2025-07-23 00:00:00,2025-12-22 00:00:00
C00868,Standard,37.75,Month-to-Month,2025-08-12 00:00:00,
C00869,Standard,40.37,Month-to-Month,2024-05-22 00:00:00,
C00870,Standard,42.85,Month-to-Month,02/21/2023,2023-10-02 00:00:00
C00871,Standard,44.19,Annual,2024-05-29 00:00:00,
C00872,Standard,36.62,Annual,2023-08-27 00:00:00,
C00873,Pro,85.96,Annual,2023-05-14 00:00:00,
C00874,Basic,19.84,Month-to-Month,2023-05-28 00:00:00,
C00875,Pro,85.16,Annual,2025-03-02 00:00:00,
C00876,Basic,18.86,Quarterly,2024-07-26 00:00:00,
C00877,Standard,38.42,Quarterly,02.09.2024,
C00878,Pro,84.91,Quarterly,2025-05-03 00:00:00,2026-01-08 00:00:00
C00879,Basic,20.45,Month-to-Month,2024-09-10 00:00:00,2025-01-17 00:00:00
C00880,Basic,21.38,Quarterly,2024-12-25 00:00:00,
C00881,Basic,0.0,Annual,2023-04-08 00:00:00,
C00882,Standard,38.67,Annual,2025-08-18 00:00:00,
C00883,Basic,15.26,M2M,2024-06-02 00:00:00,
C00884,Pro+,16.55,Quarterly,2023-07-08 00:00:00,
C00885,Pro,,Month-to-Month,2025-07-18 00:00:00,
C00886,Basic,17.33,Annual,2025-04-18 00:00:00,
C00887,Standard,41.54,Qtr,2023-03-08 00:00:00,
C00888,Standard,34.91,Annual,2023-08-07 00:00:00,
C00889,Basic,18.24,Annual,2023-01-26,
C00890,Basic,18.3,Month-to-Month,2023-11-09 00:00:00,
C00891,Enterprise,218.18,Qtr,2023-05-04 00:00:00,
C00892,Standard,37.1,Month-to-Month,2025-03-11 00:00:00,
C00893,Basic,19.69,,12.08.2024,
C00894,Pro,80.24,Annual,2026-01-17 00:00:00,
C00895,Standard,41.82,Annual,2025-05-06 00:00:00,
C00896,Basic,20.29,Annual,2024-12-03 00:00:00,
C00897,Standard,38.9,Annual,2024-08-04 00:00:00,
C00898,Standard,33.71,Month-to-Month,03/08/2023,
C00899,Basic,18.65,Annual,2023-03-28 00:00:00,
C00900,Pro,78.87,month to month,2024-12-02 00:00:00,
C00901,Basic,19.43,Annual,2023-01-14 00:00:00,2023-04-28 00:00:00
C00902,Basic,17.88,Quarterly,2023-02-20 00:00:00,
C00903,Basic,20.73,Quarterly,2023-09-09 00:00:00,
C00904,Pro,79.09,Month-to-Month,10/01/2025,
C00905,Standard,36.13,month to month,2024-06-13 00:00:00,
C00906,Pro,76.1,Month-to-Month,2025-03-22 00:00:00,
C00907,Basic,21.93,Month-to-Month,19.04.2024,21.02.2025
C00908,Pro,83.2,Month-to-Month,2023-07-18 00:00:00,
C00909,Standard,42.27,Month-to-Month,2024-02-29 00:00:00,
C00910,Basic,17.42,Month-to-Month,2023-04-22 00:00:00,
C00911,Basic,17.95,Annual,2025-06-01 00:00:00,
C00912,Pro,74.69,Month-to-Month,2023-07-31 00:00:00,
C00913,Basic,19.28,Month-to-Month,2024-03-13 00:00:00,2024-07-19 00:00:00
C00914,Standard,38.46,Month-to-Month,01/20/2026,
C00915,Standard,37.47,Month-to-Month,2024-11-07 00:00:00,
C00916,Basic,18.45,Quarterly,2024-06-10 00:00:00,
C00917,Enterprise,186.36,Month-to-Month,2024-09-14 00:00:00,
C00918,Pro,77.86,Month-to-Month,2025-06-12 00:00:00,
C00919,Standard,42.47,Quarterly,2023-10-24 00:00:00,
C00920,Standard,34.28,Annual,2024-12-23 00:00:00,
C00921,Standard,40.08,Annual,09/16/2025,
C00922,Standard,43.31,Annual,2024-10-15 00:00:00,
C00923,Basic,18.72,Month-to-Month,2024-05-30 00:00:00,2025-01-03 00:00:00
C00924,Standard,37.35,Annual,2023-06-22 00:00:00,
C00925,Basic,20.4,Month-to-Month,2023-10-21 00:00:00,2024-08-11 00:00:00
C00926,Standard,35.93,Month-to-Month,2025-12-12 00:00:00,
C00927,Standard,38.93,Month-to-Month,2024-09-07 00:00:00,
C00928,Basic,17.42,Annual,2023-12-14 00:00:00,
C00929,PRO ,169.23,Month-to-Month,2024-04-25 00:00:00,
C00930,Basic,18.77,,2024-10-26 00:00:00,
C00931,Basic,17.08,Month-to-Month,2024-08-31 00:00:00,2024-10-25 00:00:00
C00932,Basic,18.98,month to month,2025-03-02 00:00:00,
C00933,Standard,42.48,Month-to-Month,2023-10-21 00:00:00,
C00934,Basic,21.82,Month-to-Month,2025-01-01 00:00:00,
C00935,Standard,39.29,Month-to-Month,2024-05-23 00:00:00,
C00936,Standard,42.18,Annual,2025-12-10 00:00:00,
C00937,Basic,19.61,,07/06/2023,
C00938,Enterprise,,Quarterly,2023-06-17 00:00:00,
C00939,Basic,16.07,Month-to-Month,2024-06-09 00:00:00,
C00940,Standard,44.07,Month-to-Month,2024-08-08 00:00:00,
C00941,Basic,17.41,Month-to-Month,2025-02-17 00:00:00,2025-10-19 00:00:00
C00942,Standard,43.31,Month-to-Month,2024-04-09 00:00:00,
C00943,Pro,82.39,Month-to-Month,2025-11-01 00:00:00,
C00944,Basic,17.52,Month-to-Month,2024-07-01 00:00:00,
C00945,basic,19.47,Quarterly,2023-06-02 00:00:00,12/07/2023
C00946,Basic,22.24,Month-to-Month,2023-05-23 00:00:00,
C00947,Basic,21.33,Month-to-Month,2026-01-12,2025-12-09
C00948,Enterprise,190.84,Month-to-Month,2023-06-13 00:00:00,2024-10-26 00:00:00
C00949,Standard,36.78,Qtr,2025-12-11 00:00:00,
C00950,Standard,39.31,Month-to-Month,2023-11-20 00:00:00,
C00951,Pro,77.95,Month-to-Month,2023-04-28 00:00:00,2023-10-28 00:00:00
C00952,Pro,86.58,Month-to-Month,2023-12-17 00:00:00,
C00953,Pro,83.67,Month-to-Month,2024-12-03 00:00:00,
C00954,Basic,16.43,Quarterly,2024-05-02 00:00:00,2025-08-24 00:00:00
C00955,Basic,19.7,Annual,2025-06-09 00:00:00,
C00956,Basic,18.73,Quarterly,2024-11-19 00:00:00,
C00957,Basic,19.06,Month-to-Month,2024-04-06 00:00:00,
C00958,Basic,19.38,Quarterly,2024-12-19 00:00:00,
C00959,Basic,20.82,Month-to-Month,2026-01-11 00:00:00,
C00960,Basic,20.49,Month-to-Month,2024-04-23 00:00:00,
C00961,Standard,36.66,Annual,2023-07-05 00:00:00,
C00962,Basic,18.91,Month-to-Month,09.04.2024,
C00963,Basic,18.32,Month-to-Month,2025-08-13 00:00:00,
C00964,Basic,,Annual,2023-09-14 00:00:00,
C00965,Standard,38.66,Annual,2025-12-12 00:00:00,
C00966,Standard,44.76,Month-to-Month,2024-11-01,
C00967,Standard,33.66,Month-to-Month,2024-11-14 00:00:00,
C00968,Basic,18.96,Month-to-Month,2023-12-28 00:00:00,
C00969,Basic,18.91,Quarterly,2025-11-11 00:00:00,2026-01-11 00:00:00
C00970,Basic,19.44,Month-to-Month,2023-02-24 00:00:00,
C00971,Basic,17.54,Month-to-Month,2023-12-06 00:00:00,2025-04-28 00:00:00
C00972,Basic,16.83,Month-to-Month,2024-04-16 00:00:00,2024-07-06 00:00:00
C00973,Pro+,177.05,Quarterly,2024-06-21 00:00:00,
C00974,Basic,21.02,Annual,2024-06-26 00:00:00,
C00975,Basic,17.51,Month-to-Month,2023-06-20 00:00:00,2024-01-30 00:00:00
C00976,Standard,37.44,Quarterly,2023-09-18 00:00:00,
C00977,Standard,45.57,Month-to-Month,2023-05-02 00:00:00,2024-07-15 00:00:00
C00978,Basic,17.88,Quarterly,2024-10-08 00:00:00,
C00979,Basic,19.52,Month-to-Month,2024-02-02 00:00:00,
C00980,Pro,85.72,Month-to-Month,2024-10-02 00:00:00,
C00981,Basic,20.54,Month-to-Month,2024-11-01 00:00:00,
C00982,Standard,34.85,Quarterly,03/12/2025,
C00983,Pro,74.49,Quarterly,09/10/2024,
C00984,Basic,19.46,Annual,2025-01-01 00:00:00,
C00985,Standard,45.02,Month-to-Month,2024-10-24 00:00:00,
C00986,Basic,17.84,Month-to-Month,2025-01-17 00:00:00,
C00987,Basic,18.25,Month-to-Month,2024-11-25 00:00:00,
C00988,Basic,19.64,Month-to-Month,2024-01-01 00:00:00,
C00989,Enterprise,208.86,Month-to-Month,2023-10-13 00:00:00,
C00990,Basic,20.03,Annual,07.06.2025,
C00991,Basic,17.71,Annual,2024-01-30 00:00:00,
C00992,Pro,75.64,Quarterly,2024-09-14 00:00:00,
C00993,Basic,19.33,Month-to-Month,17.08.2023,
C00994,Pro,86.98,Month-to-Month,2024-05-03 00:00:00,
C00995,Standard,38.26,Month-to-Month,2024-08-29 00:00:00,
C00996,Standard,38.93,Month-to-Month,2024-12-17 00:00:00,
C00997,Standard,35.8,Annual,2024-08-16 00:00:00,
C00998,Standard,44.81,Annual,2024-02-18 00:00:00,
C00999,Basic,19.23,Month-to-Month,2025-12-28 00:00:00,2025-12-07 00:00:00
C01000,Enterprise,216.16,Month-to-Month,07/31/2024,
C01001,Pro,79.19,Quarterly,2025-07-09 00:00:00,2025-12-06 00:00:00
C01002,Pro,79.54,Month-to-Month,2025-04-18 00:00:00,
C01003,Standard,34.32,Month-to-Month,09/25/2024,
C01004,Std,32.29,Annual,10/02/2025,2026-01-12 00:00:00
C01005,Standard,42.91,Annual,2023-06-04 00:00:00,
C01006,Basic,19.12,Month-to-Month,2025-11-13 00:00:00,
C01007,Standard,39.64,Annual,2025-08-27 00:00:00,
C01008,Standard,35.1,Quarterly,2024-07-21 00:00:00,
C01009,Standard,36.18,Month-to-Month,2025-04-17 00:00:00,2025-11-29 00:00:00
C01010,Basic,20.61,month to month,08/09/2024,
C01011,Standard,,Annual,2023-11-08 00:00:00,
C01012,Standard,37.06,Annual,2025-06-25 00:00:00,2025-09-24 00:00:00
C01013,Standard,41.1,Month-to-Month,2023-10-05 00:00:00,2024-01-13 00:00:00
C01014,Enterprise,202.03,Month-to-Month,2023-12-31 00:00:00,
C01015,Standard,38.62,Annual,2024-08-16 00:00:00,
C01016,Basic,21.81,Month-to-Month,2025-08-10 00:00:00,
C01017,Basic,18.31,Month-to-Month,2024-03-13 00:00:00,
C01018,Standard,42.87,Month-to-Month,2024-07-14 00:00:00,
C01019,Basic,19.58,,2023-02-25 00:00:00,2024-08-04
C01020,Pro,,Quarterly,2023-05-14 00:00:00,
C01021,Basic,21.09,Annual,03/17/2023,2023-07-22 00:00:00
C01022,Basic,19.44,Month-to-Month,2023-04-02 00:00:00,2024-03-11 00:00:00
C01023,Basic,18.85,Quarterly,2025-09-19 00:00:00,
C01024,Standard,43.3,Month-to-Month,2025-08-06 00:00:00,2026-01-01 00:00:00
C01025,Enterprise,218.89,Month-to-Month,2025-07-23 00:00:00,
C01026,Pro,,Month-to-Month,2023-03-12 00:00:00,
C01027,Standard,26.87,Annual,2023-04-10 00:00:00,
C01028,Pro,81.78,Annual,2023-11-19 00:00:00,
C01029,Basic,19.32,Annual,2024-10-13 00:00:00,
C01030,Standard,,Month-to-Month,2024-01-15 00:00:00,
C01031,Pro,82.85,month to month,2024-07-15 00:00:00,2025-07-18 00:00:00
C01032,Basic,,Month-to-Month,2023-07-21 00:00:00,
C01033,Enterprise,209.79,Quarterly,2025-04-17 00:00:00,2026-01-11 00:00:00
C01034,Basic,18.59,Month-to-Month,2023-12-23 00:00:00,
C01035,Basic,21.28,Annual,03/19/2023,
C01036,Standard,-19.99,Annual,2025-04-25 00:00:00,
C01037,Pro,82.43,annually,2025-10-22 00:00:00,
C01038,Basic,19.75,Qtr,2023-01-19 00:00:00,2023-04-12 00:00:00
C01039,Pro,86.31,Month-to-Month,2024-05-16,
C01040,Basic,20.55,month to month,07/27/2025,
C01041,Standard,38.65,Quarterly,2025-03-08,
C01042,Standard,42.09,Month-to-Month,2025-08-30 00:00:00,
C01043,Basic,19.26,Quarterly,2024-04-22 00:00:00,2024-11-27 00:00:00
C01044,Standard,44.98,Month-to-Month,2024-02-24 00:00:00,
C01045,Standard,42.42,Month-to-Month,03/23/2025,
C01046,Standard,37.05,Quarterly,2023-07-02 00:00:00,07.08.2024
C01047,Basic,22.54,Quarterly,2023-09-30 00:00:00,
C01048,Basic,15.8,Month-to-Month,11/19/2024,
C01049,Pro,83.03,Annual,2025-02-04 00:00:00,
C01050,Standard,36.83,Quarterly,2023-05-29 00:00:00,
C01051,Pro,90.9,M2M,2024-08-06 00:00:00,
C01052,Standard,39.79,M2M,2024-02-19 00:00:00,
C01053,Pro,73.98,Month-to-Month,2024-07-21 00:00:00,
C01054,Basic,18.59,Month-to-Month,2025-12-19 00:00:00,
C01055,Standard,36.77,,2023-04-10 00:00:00,
C01056,Standard,38.05,Month-to-Month,2026-01-30 00:00:00,
C01057,Basic,18.5,Month-to-Month,2024-05-25 00:00:00,
C01058,Basic,17.86,Month-to-Month,2025-06-02 00:00:00,
C01059,Standard,39.84,Month-to-Month,2024-04-26 00:00:00,
C01060,Pro,81.47,Month-to-Month,2023-12-23 00:00:00,
C01061,Standard,35.89,Month-to-Month,2025-05-22 00:00:00,
C01062,PRO ,16.48,Month-to-Month,2025-02-17 00:00:00,
C01063,Enterprise,203.95,Month-to-Month,2023-06-20 00:00:00,
C01064,Basic,19.81,Qtr,2025-03-16 00:00:00,
C01065,Pro+,20.11,Annual,2025-05-01 00:00:00,
C01066,Enterprise,207.77,Month-to-Month,2024-03-13 00:00:00,
C01067,Pro,88.94,Month-to-Month,2025-11-18 00:00:00,2026-01-14 00:00:00
C01068,Pro,85.3,Month-to-Month,2024-12-31 00:00:00,
C01069,Pro,95.94,Annual,2024-01-20 00:00:00,
C01070,Standard,48.67,Annual,2023-01-19 00:00:00,2023-07-19 00:00:00
C01071,Basic,16.33,Annual,10.02.2025,
C01072,Basic,15.66,Annual,2023-09-02 00:00:00,2024-10-08 00:00:00
C01073,Pro,78.95,Month-to-Month,2025-05-13 00:00:00,
C01074,Pro,82.19,Month-to-Month,2024-08-24 00:00:00,
C01075,Basic,18.88,Month-to-Month,2024-06-17 00:00:00,
C01076,Basic,20.07,Month-to-Month,2023-07-08 00:00:00,
C01077,Basic,,Month-to-Month,2025-03-20 00:00:00,
C01078,Basic,17.95,Annual,2023-07-15 00:00:00,
C01079,Pro,75.57,Month-to-Month,2024-04-23 00:00:00,
C01080,Basic,18.7,Annual,2025-08-07 00:00:00,
C01081,Standard,41.63,annually,2025-11-08 00:00:00,
C01082,Pro,75.92,Month-to-Month,2026-01-21 00:00:00,
C01083,Standard,38.1,Annual,2025-12-21 00:00:00,
C01084,Standard,40.78,Month-to-Month,2024-10-01 00:00:00,
C01085,PRO ,18.7,Month-to-Month,2023-08-24 00:00:00,2024-04-26 00:00:00
C01086,Basic,20.7,Month-to-Month,2025-08-14 00:00:00,
C01087,Basic,17.6,month to month,2025-07-03 00:00:00,
C01088,Basic,17.27,Month-to-Month,2026-02-03 00:00:00,2026-01-24 00:00:00
C01089,Basic,19.46,Quarterly,2025-01-06 00:00:00,2025-08-14 00:00:00
C01090,Basic,,Quarterly,2023-06-19 00:00:00,
C01091,Basic,17.69,month to month,2024-07-21 00:00:00,2025-01-05 00:00:00
C01092,Basic,21.04,Month-to-Month,05/23/2024,
C01093,Pro,91.17,Annual,2025-08-08 00:00:00,
C01094,Basic,18.05,Month-to-Month,2024-03-24 00:00:00,
C01095,Basic,21.26,Quarterly,2024-01-08 00:00:00,
C01096,Pro,63.94,Month-to-Month,2023-04-06 00:00:00,
C01097,Basic,20.64,Month-to-Month,08/01/2025,
C01098,Standard,36.32,annually,2025-05-01 00:00:00,
C01099,Pro,85.17,Annual,02/23/2023,
C01100,Standard,36.0,Quarterly,2024-05-09 00:00:00,
C01101,Basic,18.9,Month-to-Month,2024-06-30 00:00:00,2024-09-28 00:00:00
C01102,Standard,36.47,Month-to-Month,2024-06-17 00:00:00,
C01103,Standard,38.33,Annual,07.11.2025,
C01104,Basic,21.78,Annual,2023-06-19 00:00:00,
C01105,Basic,18.84,Annual,12/19/2023,
C01106,Basic,22.21,Month-to-Month,2023-08-04 00:00:00,
C01107,Pro,76.56,Annual,2023-10-05 00:00:00,
C01108,Basic,21.27,Quarterly,2025-10-21 00:00:00,
C01109,Basic,16.53,Month-to-Month,2025-12-07 00:00:00,
C01110,Standard,38.11,Month-to-Month,2023-02-27 00:00:00,
C01111,Pro,75.61,Month-to-Month,2024-12-16 00:00:00,
C01112,Basic,21.34,Month-to-Month,2023-10-01 00:00:00,
C01113,,19.28,Annual,2023-08-10 00:00:00,
C01114,Basic,15.83,Month-to-Month,2023-12-05 00:00:00,
C01115,Standard,34.91,Month-to-Month,2023-08-16 00:00:00,
C01116,Standard,35.84,Month-to-Month,2024-07-08 00:00:00,
C01117,Pro,84.9,Quarterly,2026-02-07 00:00:00,
C01118,Basic,,Annual,2024-10-31 00:00:00,
C01119,Basic,18.54,Month-to-Month,2025-03-29 00:00:00,
C01120,Basic,18.17,Annual,2024-07-20 00:00:00,
C01121,Basic,20.09,Month-to-Month,2023-01-25 00:00:00,
C01122,Standard,35.48,Annual,2023-04-17 00:00:00,
C01123,Pro,81.89,Annual,2023-11-12 00:00:00,
C01124,Basic,19.57,Month-to-Month,2023-10-06 00:00:00,
C01125,Standard,38.14,Quarterly,2025-08-19 00:00:00,
C01126,Pro+,19.6,Month-to-Month,2025-08-08 00:00:00,
C01127,Standard,39.32,Annual,2025-08-25 00:00:00,
C01128,Basic,19.76,Month-to-Month,2024-12-28 00:00:00,
C01129,Standard,34.84,Annual,2024-09-26 00:00:00,
C01130,Basic,19.93,Month-to-Month,2025-01-04 00:00:00,
C01131,Pro,85.49,Month-to-Month,2024-04-05 00:00:00,
C01132,Pro,81.03,Month-to-Month,05.02.2025,
C01133,Pro,82.8,Quarterly,2025-06-27 00:00:00,
C01134,Pro,78.31,Month-to-Month,2025-05-19 00:00:00,
C01135,Basic,20.35,Annual,2024-11-29 00:00:00,
C01136,Standard,39.2,Month-to-Month,2023-03-18 00:00:00,
C01137,Basic,17.26,Annual,31.03.2025,
C01138,Pro,84.18,Month-to-Month,2024-03-03 00:00:00,
C01139,Basic,16.52,Annual,2025-04-19 00:00:00,2026-01-04 00:00:00
C01140,Basic,19.43,Quarterly,2024-09-08 00:00:00,2025-10-03 00:00:00
C01141,Standard,37.8,Month-to-Month,2025-09-25 00:00:00,
C01142,,18.32,Month-to-Month,2024-01-30 00:00:00,
C01143,Standard,39.54,Quarterly,2025-11-18 00:00:00,
C01144,Basic,17.92,Month-to-Month,2025-08-18 00:00:00,
C01145,Standard,40.6,Month-to-Month,2024-01-11 00:00:00,
C01146,Pro,79.36,Month-to-Month,2024-06-29 00:00:00,
C01147,Standard,37.07,Annual,2024-08-27 00:00:00,
C01148,Pro+,21.03,Quarterly,2025-05-27 00:00:00,
C01149,Basic,19.31,Annual,2025-02-19 00:00:00,
C01150,Basic,19.96,Annual,2025-08-28 00:00:00,
C01151,Basic,21.15,Month-to-Month,2024-02-29 00:00:00,
C01152,Standard,43.37,Month-to-Month,2024-08-05 00:00:00,
C01153,Basic,19.88,Month-to-Month,2024-05-04 00:00:00,
C01154,Basic,18.54,Month-to-Month,2025-10-25 00:00:00,
C01155,Basic,16.83,Month-to-Month,2023-12-23 00:00:00,
C01156,Pro,80.31,Annual,2024-10-27 00:00:00,2024-11-27 00:00:00
C01157,Basic,20.66,Month-to-Month,2023-05-19 00:00:00,
C01158,Basic,19.54,Month-to-Month,2025-08-28 00:00:00,
C01159,Standard,28.25,Month-to-Month,2024-03-21 00:00:00,2024-11-11 00:00:00
C01160,Basic,20.32,Month-to-Month,2024-01-19 00:00:00,10/18/2024
C01161,Pro,84.89,Month-to-Month,2024-10-30 00:00:00,
C01162,Basic,18.54,Month-to-Month,2024-07-25 00:00:00,
C01163,Standard,42.08,Month-to-Month,2025-08-17 00:00:00,2025-12-05 00:00:00
C01164,Standard,40.96,Month-to-Month,2024-08-29 00:00:00,
C01165,basic,74.67,Annual,08.08.2024,
C01166,Standard,42.97,Quarterly,2023-05-01 00:00:00,
C01167,Pro,70.99,Annual,2023-01-26 00:00:00,
C01168,Standard,38.82,Annual,2024-03-27 00:00:00,
C01169,Standard,38.51,Quarterly,2026-02-06 00:00:00,
C01170,Standard,36.42,Month-to-Month,2025-11-11 00:00:00,
C01171,Standard,39.95,Annual,2024-12-16,
C01172,Standard,43.09,Month-to-Month,2024-12-11 00:00:00,
C01173,Basic,20.9,Month-to-Month,03/23/2024,2024-12-11 00:00:00
C01174,Basic,20.1,Month-to-Month,2023-07-31 00:00:00,
C01175,Basic,16.42,Month-to-Month,2023-01-22 00:00:00,2023-10-28 00:00:00
C01176,Basic,16.97,Annual,2024-01-27 00:00:00,
C01177,Basic,19.25,Month-to-Month,2023-12-28 00:00:00,
C01178,Basic,18.95,Qtr,2023-08-13 00:00:00,
C01179,Standard,37.45,Quarterly,2023-10-21 00:00:00,
C01180,Standard,44.94,Month-to-Month,02/03/2023,
C01181,Standard,39.33,Month-to-Month,2024-11-24 00:00:00,
C01182,Standard,,Month-to-Month,2025-11-11 00:00:00,2026-01-08 00:00:00
C01183,Basic,20.5,Month-to-Month,2025-02-17 00:00:00,
C01184,Basic,19.08,Quarterly,2024-06-01 00:00:00,
C01185,Standard,47.08,Annual,2024-04-21 00:00:00,
C01186,Pro,73.06,Annual,2023-12-14 00:00:00,
C01187,Standard,37.11,Month-to-Month,2023-06-18 00:00:00,
C01188,Standard,36.06,Annual,2024-11-09 00:00:00,2025-06-28 00:00:00
C01189,Standard,43.88,Annual,2024-10-14 00:00:00,
C01190,Standard,41.5,Month-to-Month,2023-01-23 00:00:00,2023-05-14 00:00:00
C01191,Std,37.3,Month-to-Month,2024-04-25 00:00:00,
C01192,Standard,36.3,Month-to-Month,2023-11-14 00:00:00,
C01193,Basic,21.11,Month-to-Month,2023-07-24 00:00:00,
C01194,Basic,19.55,Quarterly,2025-03-06,
C01195,Basic,21.14,Annual,2024-08-18 00:00:00,
C01196,Standard,38.81,Month-to-Month,2024-12-29 00:00:00,
C01197,Pro,82.23,Quarterly,2025-03-25 00:00:00,
C01198,Basic,19.46,Month-to-Month,2026-01-12 00:00:00,
C01199,Basic,18.05,Month-to-Month,2025-07-06 00:00:00,
C01200,Pro,78.09,Quarterly,2024-12-02 00:00:00,
C01201,Basic,17.2,Quarterly,2025-09-27 00:00:00,
C01202,Pro,,Annual,06/28/2024,
C01203,Basic,20.16,Month-to-Month,2026-01-14 00:00:00,2026-01-30 00:00:00
C01204,Basic,20.51,Quarterly,2025-05-19 00:00:00,2025-10-07
C01205,Basic,20.01,Annual,2025-01-13 00:00:00,2025-09-13 00:00:00
C01206,Basic,18.81,Qtr,2025-10-28 00:00:00,
C01207,Basic,21.36,Month-to-Month,2024-08-12 00:00:00,
C01208,Ent,20.36,Month-to-Month,04/03/2025,
C01209,Basic,21.11,Annual,2023-11-30 00:00:00,2024-08-07 00:00:00
C01210,Basic,21.21,Quarterly,2026-01-04 00:00:00,2025-12-31 00:00:00
C01211,Pro,78.21,Annual,2024-12-11 00:00:00,
C01212,Basic,19.59,Month-to-Month,2025-05-31 00:00:00,2026-01-25 00:00:00
C01213,Std,20.18,Annual,2024-06-08 00:00:00,
C01214,Basic,17.25,Month-to-Month,2025-09-12 00:00:00,
C01215,Pro,71.88,Month-to-Month,2023-03-26 00:00:00,
C01216,Pro,70.79,Month-to-Month,2023-05-10 00:00:00,
C01217,Enterprise,197.28,Month-to-Month,30.07.2024,
C01218,Pro,76.89,Annual,2025-04-18 00:00:00,
C01219,Basic,16.82,Month-to-Month,2025-07-04 00:00:00,
C01220,Standard,39.47,Month-to-Month,2024-05-24 00:00:00,
C01221,Std,18.85,Quarterly,2025-01-14 00:00:00,
C01222,Pro,86.47,Annual,2024-09-19 00:00:00,
C01223,Basic,22.06,Month-to-Month,2025-12-22 00:00:00,2025-12-28 00:00:00
C01224,Basic,19.69,Month-to-Month,2025-01-19 00:00:00,
C01225,Pro,74.6,Annual,2024-04-25 00:00:00,
C01226,Pro,83.09,Month-to-Month,2026-01-06 00:00:00,
C01227,Enterprise,199.15,Month-to-Month,2023-05-15 00:00:00,
C01228,Basic,18.64,Month-to-Month,2026-01-15 00:00:00,
C01229,Basic,17.69,Month-to-Month,2023-06-28 00:00:00,
C01230,Basic,18.29,Annual,2023-11-30 00:00:00,
C01231,Standard,38.45,Month-to-Month,07/15/2025,
C01232,Standard,41.51,Month-to-Month,2025-04-20 00:00:00,
C01233,Basic,,Month-to-Month,01/06/2026,
C01234,Pro,90.54,Month-to-Month,2025-04-29 00:00:00,
C01235,Basic,20.02,Month-to-Month,2024-12-21 00:00:00,2025-07-04 00:00:00
C01236,Standard,40.32,Quarterly,2024-01-26 00:00:00,
C01237,Pro,77.06,Month-to-Month,2023-01-14 00:00:00,
C01238,Standard,35.76,Month-to-Month,2023-06-03 00:00:00,
C01239,Basic,18.13,Month-to-Month,2023-12-02 00:00:00,
